,Team,GP,W,L,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Season,Date,Opponent
768,Florida Panthers,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,50.0,0.0,50.0,50.0,33.0,41.2,2023,2023/02/24,Buffalo Sabres
769,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,0.0,80.0,0.0,80.0,36.0,27.0,52.5,2023,2023/02/24,Winnipeg Jets
770,Los Angeles Kings,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,66.7,0.0,66.7,28.0,18.0,57.9,2023,2023/02/24,New York Islanders
771,Minnesota Wild,1,0,0,1,1,.500,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,25.0,24.0,28.9,2023,2023/02/24,Toronto Maple Leafs
772,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,20.0,100.0,20.0,100.0,27.0,36.0,47.5,2023,2023/02/24,Colorado Avalanche
773,New Jersey Devils,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,0.0,100.0,0.0,100.0,32.0,22.0,60.0,2023,2023/02/23,Los Angeles Kings
774,New York Rangers,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,75.0,0.0,75.0,31.0,23.0,47.4,2023,2023/02/23,Detroit Red Wings
775,Pittsburgh Penguins,1,0,1,0,0,.000,0,0,0,2,7,2.00,7.00,25.0,33.3,25.0,33.3,24.0,44.0,58.9,2023,2023/02/23,Edmonton Oilers
776,Boston Bruins,1,1,0,0,2,1.000,1,1,0,6,5,6.00,5.00,0.0,75.0,0.0,100.0,33.0,41.0,60.3,2023,2023/02/23,Seattle Kraken
777,Buffalo Sabres,1,1,0,0,2,1.000,0,1,0,6,5,6.00,5.00,50.0,66.7,50.0,100.0,23.0,41.0,54.7,2023,2023/02/23,Tampa Bay Lightning
778,Tampa Bay Lightning,1,0,0,1,1,.500,0,0,0,5,6,5.00,6.00,33.3,50.0,0.0,50.0,41.0,23.0,45.3,2023,2023/02/23,Buffalo Sabres
779,Washington Capitals,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,33.3,100.0,33.3,100.0,43.0,21.0,50.0,2023,2023/02/23,Anaheim Ducks
780,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,25.0,100.0,25.0,100.0,23.0,31.0,52.6,2023,2023/02/23,New York Rangers
781,Nashville Predators,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,66.7,100.0,33.3,120.0,31.0,24.0,46.6,2023,2023/02/23,San Jose Sharks
782,St. Louis Blues,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,100.0,-33.3,125.0,22.0,41.0,53.1,2023,2023/02/23,Vancouver Canucks
783,Calgary Flames,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,25.0,50.0,25.0,50.0,28.0,29.0,47.3,2023,2023/02/23,Vegas Golden Knights
784,Edmonton Oilers,1,1,0,0,2,1.000,1,1,0,7,2,7.00,2.00,66.7,75.0,66.7,75.0,44.0,24.0,41.1,2023,2023/02/23,Pittsburgh Penguins
785,Vancouver Canucks,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,100.0,-25.0,133.3,41.0,22.0,46.9,2023,2023/02/23,St. Louis Blues
786,Anaheim Ducks,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,66.7,0.0,66.7,21.0,43.0,50.0,2023,2023/02/23,Washington Capitals
787,Los Angeles Kings,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,0.0,100.0,0.0,100.0,22.0,32.0,40.0,2023,2023/02/23,New Jersey Devils
788,San Jose Sharks,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,33.3,-20.0,66.7,24.0,31.0,53.5,2023,2023/02/23,Nashville Predators
789,Columbus Blue Jackets,1,0,1,0,0,.000,0,0,0,0,2,0.00,2.00,0.0,100.0,0.0,100.0,30.0,25.0,71.2,2023,2023/02/23,Minnesota Wild
790,Minnesota Wild,1,1,0,0,2,1.000,1,1,0,2,0,2.00,0.00,0.0,100.0,0.0,100.0,25.0,30.0,28.9,2023,2023/02/23,Columbus Blue Jackets
791,Vegas Golden Knights,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,50.0,75.0,50.0,75.0,29.0,28.0,52.7,2023,2023/02/23,Calgary Flames
792,Seattle Kraken,1,0,1,0,0,.000,0,0,0,5,6,5.00,6.00,25.0,100.0,0.0,100.0,41.0,33.0,39.7,2023,2023/02/23,Boston Bruins
793,New York Islanders,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,75.0,0.0,75.0,22.0,26.0,40.7,2023,2023/02/22,Winnipeg Jets
794,Chicago Blackhawks,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,50.0,66.7,50.0,66.7,23.0,32.0,56.3,2023,2023/02/22,Dallas Stars
795,Calgary Flames,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,60.0,50.0,60.0,50.0,51.0,14.0,52.5,2023,2023/02/22,Arizona Coyotes
796,Dallas Stars,1,0,1,0,0,.000,0,0,0,3,4,3.00,4.00,33.3,50.0,33.3,50.0,32.0,23.0,43.8,2023,2023/02/22,Chicago Blackhawks
797,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,25.0,100.0,25.0,100.0,26.0,22.0,59.3,2023,2023/02/22,New York Islanders
798,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,50.0,40.0,50.0,40.0,14.0,51.0,47.5,2023,2023/02/22,Calgary Flames
799,New Jersey Devils,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,33.3,100.0,33.3,100.0,40.0,18.0,60.8,2023,2023/02/21,Montreal Canadiens
800,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,50.0,-33.3,50.0,26.0,27.0,44.8,2023,2023/02/21,Edmonton Oilers
801,Buffalo Sabres,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,0.0,50.0,0.0,50.0,32.0,29.0,41.1,2023,2023/02/21,Toronto Maple Leafs
802,Montréal Canadiens,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,66.7,0.0,66.7,18.0,40.0,39.2,2023,2023/02/21,New Jersey Devils
803,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,50.0,100.0,50.0,100.0,29.0,32.0,58.9,2023,2023/02/21,Buffalo Sabres
804,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,--,100.0,--,100.0,36.0,36.0,59.4,2023,2023/02/21,St. Louis Blues
805,Tampa Bay Lightning,1,1,0,0,2,1.000,1,1,0,6,1,6.00,1.00,40.0,100.0,40.0,100.0,44.0,25.0,61.8,2023,2023/02/21,Anaheim Ducks
806,Washington Capitals,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,33.3,100.0,0.0,100.0,27.0,25.0,51.1,2023,2023/02/21,Detroit Red Wings
807,Chicago Blackhawks,1,1,0,0,2,1.000,0,0,1,2,2,2.00,2.00,33.3,100.0,33.3,100.0,39.0,36.0,46.6,2023,2023/02/21,Vegas Golden Knights
808,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,0.0,66.7,0.0,100.0,25.0,27.0,48.9,2023,2023/02/21,Washington Capitals
809,Nashville Predators,1,1,0,0,2,1.000,0,0,1,4,4,4.00,4.00,25.0,75.0,25.0,75.0,26.0,39.0,59.6,2023,2023/02/21,Vancouver Canucks
810,St. Louis Blues,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,--,0.0,--,36.0,36.0,40.6,2023,2023/02/21,Carolina Hurricanes
811,Edmonton Oilers,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,50.0,100.0,50.0,133.3,27.0,26.0,55.2,2023,2023/02/21,Philadelphia Flyers
812,Vancouver Canucks,1,0,0,1,1,.500,0,0,0,4,4,4.00,4.00,25.0,75.0,25.0,75.0,39.0,26.0,40.4,2023,2023/02/21,Nashville Predators
813,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,1,6,1.00,6.00,0.0,60.0,0.0,60.0,25.0,44.0,38.2,2023,2023/02/21,Tampa Bay Lightning
814,Los Angeles Kings,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,34.0,20.0,57.5,2023,2023/02/21,Minnesota Wild
815,Minnesota Wild,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,20.0,34.0,42.5,2023,2023/02/21,Los Angeles Kings
816,Vegas Golden Knights,1,0,0,1,1,.500,0,0,0,2,2,2.00,2.00,0.0,66.7,0.0,66.7,36.0,39.0,53.5,2023,2023/02/21,Chicago Blackhawks
817,New York Islanders,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,75.0,0.0,75.0,32.0,46.0,60.7,2023,2023/02/20,Pittsburgh Penguins
818,New York Rangers,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,0.0,0.0,0.0,51.0,21.0,54.1,2023,2023/02/20,Winnipeg Jets
819,Philadelphia Flyers,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,0.0,100.0,0.0,100.0,22.0,35.0,41.9,2023,2023/02/20,Calgary Flames
820,Pittsburgh Penguins,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,25.0,100.0,25.0,100.0,46.0,32.0,39.3,2023,2023/02/20,New York Islanders
821,Boston Bruins,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,0.0,100.0,0.0,100.0,32.0,31.0,58.7,2023,2023/02/20,Ottawa Senators
822,Ottawa Senators,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,100.0,0.0,100.0,31.0,32.0,41.3,2023,2023/02/20,Boston Bruins
823,Florida Panthers,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,0.0,50.0,0.0,50.0,55.0,32.0,53.2,2023,2023/02/20,Anaheim Ducks
824,Calgary Flames,1,0,1,0,0,.000,0,0,0,3,4,3.00,4.00,0.0,100.0,0.0,100.0,35.0,22.0,58.1,2023,2023/02/20,Philadelphia Flyers
825,Anaheim Ducks,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,50.0,100.0,50.0,100.0,32.0,55.0,46.8,2023,2023/02/20,Florida Panthers
826,San Jose Sharks,1,1,0,0,2,1.000,1,1,0,4,0,4.00,0.00,0.0,100.0,0.0,100.0,23.0,26.0,43.4,2023,2023/02/20,Seattle Kraken
827,Winnipeg Jets,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,100.0,100.0,100.0,100.0,21.0,51.0,45.9,2023,2023/02/20,New York Rangers
828,Seattle Kraken,1,0,1,0,0,.000,0,0,0,0,4,0.00,4.00,0.0,100.0,0.0,100.0,26.0,23.0,56.6,2023,2023/02/20,San Jose Sharks
829,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,100.0,0.0,100.0,29.0,25.0,61.1,2023,2023/02/19,Winnipeg Jets
830,Ottawa Senators,1,1,0,0,2,1.000,1,1,0,7,2,7.00,2.00,25.0,100.0,25.0,100.0,34.0,32.0,56.5,2023,2023/02/19,St. Louis Blues
831,Toronto Maple Leafs,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,50.0,100.0,50.0,100.0,35.0,28.0,55.8,2023,2023/02/19,Chicago Blackhawks
832,Chicago Blackhawks,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,0.0,50.0,0.0,50.0,28.0,35.0,44.2,2023,2023/02/19,Toronto Maple Leafs
833,Nashville Predators,1,0,1,0,0,.000,0,0,0,3,4,3.00,4.00,0.0,80.0,0.0,80.0,26.0,35.0,53.1,2023,2023/02/19,Minnesota Wild
834,St. Louis Blues,1,0,1,0,0,.000,0,0,0,2,7,2.00,7.00,0.0,75.0,0.0,75.0,32.0,34.0,43.5,2023,2023/02/19,Ottawa Senators
835,Colorado Avalanche,1,1,0,0,2,1.000,0,1,0,6,5,6.00,5.00,0.0,100.0,0.0,100.0,42.0,40.0,53.2,2023,2023/02/19,Edmonton Oilers
836,Edmonton Oilers,1,0,0,1,1,.500,0,0,0,5,6,5.00,6.00,0.0,100.0,0.0,100.0,40.0,42.0,46.8,2023,2023/02/19,Colorado Avalanche
837,Columbus Blue Jackets,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,33.3,100.0,33.3,100.0,36.0,25.0,53.5,2023,2023/02/19,Arizona Coyotes
838,Minnesota Wild,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,20.0,100.0,20.0,100.0,35.0,26.0,46.9,2023,2023/02/19,Nashville Predators
839,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,100.0,0.0,100.0,25.0,29.0,38.9,2023,2023/02/19,New Jersey Devils
840,Arizona Coyotes,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,66.7,0.0,66.7,25.0,36.0,46.6,2023,2023/02/19,Columbus Blue Jackets
841,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,80.0,33.3,100.0,43.0,31.0,48.2,2023,2023/02/18,Pittsburgh Penguins
842,New York Islanders,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,66.7,0.0,66.7,28.0,27.0,45.2,2023,2023/02/18,Boston Bruins
843,New York Rangers,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,50.0,66.7,50.0,66.7,20.0,32.0,51.1,2023,2023/02/18,Calgary Flames
844,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,50.0,50.0,-50.0,50.0,37.0,23.0,39.7,2023,2023/02/18,Vancouver Canucks
845,Pittsburgh Penguins,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,20.0,66.7,0.0,66.7,31.0,43.0,51.9,2023,2023/02/18,New Jersey Devils
846,Boston Bruins,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,33.3,100.0,33.3,100.0,27.0,28.0,54.8,2023,2023/02/18,New York Islanders
847,Buffalo Sabres,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,100.0,0.0,100.0,31.0,35.0,51.4,2023,2023/02/18,San Jose Sharks
848,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,66.7,0.0,66.7,30.0,41.0,39.7,2023,2023/02/18,Toronto Maple Leafs
849,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,33.3,100.0,33.3,100.0,41.0,30.0,60.3,2023,2023/02/18,Montreal Canadiens
850,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,25.0,100.0,25.0,100.0,35.0,25.0,50.0,2023,2023/02/18,Washington Capitals
851,Florida Panthers,1,0,1,0,0,.000,0,0,0,3,7,3.00,7.00,50.0,33.3,50.0,33.3,33.0,26.0,50.0,2023,2023/02/18,Nashville Predators
852,Tampa Bay Lightning,1,0,1,0,0,.000,0,0,0,4,5,4.00,5.00,33.3,100.0,33.3,100.0,24.0,26.0,54.6,2023,2023/02/18,Vegas Golden Knights
853,Washington Capitals,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,75.0,0.0,75.0,25.0,35.0,50.0,2023,2023/02/18,Carolina Hurricanes
854,Detroit Red Wings,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,100.0,0.0,100.0,23.0,26.0,45.9,2023,2023/02/18,Seattle Kraken
855,Nashville Predators,1,1,0,0,2,1.000,1,1,0,7,3,7.00,3.00,66.7,50.0,66.7,50.0,26.0,33.0,50.0,2023,2023/02/18,Florida Panthers
856,St. Louis Blues,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,50.0,0.0,50.0,20.0,33.0,56.6,2023,2023/02/18,Colorado Avalanche
857,Calgary Flames,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,33.3,50.0,33.3,50.0,32.0,20.0,48.9,2023,2023/02/18,New York Rangers
858,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,50.0,100.0,50.0,100.0,33.0,20.0,43.4,2023,2023/02/18,St. Louis Blues
859,Vancouver Canucks,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,50.0,50.0,50.0,150.0,23.0,37.0,60.3,2023,2023/02/18,Philadelphia Flyers
860,Dallas Stars,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,100.0,0.0,100.0,29.0,36.0,46.4,2023,2023/02/18,Columbus Blue Jackets
861,Los Angeles Kings,1,1,0,0,2,1.000,0,0,1,5,5,5.00,5.00,25.0,66.7,25.0,66.7,37.0,32.0,51.9,2023,2023/02/18,Arizona Coyotes
862,San Jose Sharks,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,100.0,0.0,100.0,35.0,31.0,48.7,2023,2023/02/18,Buffalo Sabres
863,Columbus Blue Jackets,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,100.0,0.0,100.0,36.0,29.0,53.6,2023,2023/02/18,Dallas Stars
864,Arizona Coyotes,1,0,0,1,1,.500,0,0,0,5,5,5.00,5.00,33.3,75.0,33.3,75.0,32.0,37.0,48.1,2023,2023/02/18,Los Angeles Kings
865,Vegas Golden Knights,1,1,0,0,2,1.000,1,1,0,5,4,5.00,4.00,0.0,66.7,0.0,66.7,26.0,24.0,45.5,2023,2023/02/18,Tampa Bay Lightning
866,Seattle Kraken,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,100.0,0.0,100.0,26.0,23.0,54.1,2023,2023/02/18,Detroit Red Wings
867,New York Islanders,1,1,0,0,2,1.000,1,1,0,5,4,5.00,4.00,50.0,100.0,50.0,100.0,28.0,44.0,42.9,2023,2023/02/17,Pittsburgh Penguins
868,New York Rangers,1,1,0,0,2,1.000,0,0,1,4,4,4.00,4.00,50.0,50.0,50.0,75.0,38.0,29.0,48.4,2023,2023/02/17,Edmonton Oilers
869,Pittsburgh Penguins,1,0,1,0,0,.000,0,0,0,4,5,4.00,5.00,0.0,50.0,0.0,50.0,44.0,28.0,57.1,2023,2023/02/17,New York Islanders
870,Ottawa Senators,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,0.0,100.0,-33.3,100.0,31.0,32.0,49.2,2023,2023/02/17,Chicago Blackhawks
871,Chicago Blackhawks,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,0.0,100.0,0.0,133.3,32.0,31.0,50.8,2023,2023/02/17,Ottawa Senators
872,Edmonton Oilers,1,0,0,1,1,.500,0,0,0,4,4,4.00,4.00,50.0,50.0,25.0,50.0,29.0,38.0,51.6,2023,2023/02/17,New York Rangers
873,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,50.0,25.0,50.0,25.0,27.0,41.0,30.8,2023,2023/02/17,Los Angeles Kings
874,Dallas Stars,1,0,0,1,1,.500,0,0,0,1,1,1.00,1.00,0.0,50.0,0.0,50.0,30.0,32.0,53.5,2023,2023/02/17,Minnesota Wild
875,Los Angeles Kings,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,75.0,50.0,75.0,50.0,41.0,27.0,69.2,2023,2023/02/17,Anaheim Ducks
876,Minnesota Wild,1,1,0,0,2,1.000,0,0,1,1,1,1.00,1.00,50.0,100.0,50.0,100.0,32.0,30.0,46.6,2023,2023/02/17,Dallas Stars
877,New Jersey Devils,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,66.7,0.0,66.7,36.0,35.0,50.0,2023,2023/02/16,St. Louis Blues
878,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,33.3,-100.0,33.3,19.0,30.0,61.0,2023,2023/02/16,Seattle Kraken
879,Boston Bruins,1,1,0,0,2,1.000,1,1,0,5,0,5.00,0.00,25.0,100.0,25.0,100.0,30.0,28.0,62.3,2023,2023/02/16,Nashville Predators
880,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,33.3,100.0,0.0,100.0,22.0,41.0,46.4,2023,2023/02/16,Carolina Hurricanes
881,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,0.0,66.7,0.0,100.0,41.0,22.0,53.6,2023,2023/02/16,Montreal Canadiens
882,Florida Panthers,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,0.0,60.0,0.0,60.0,36.0,32.0,43.9,2023,2023/02/16,Washington Capitals
883,Washington Capitals,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,40.0,100.0,40.0,100.0,32.0,36.0,56.1,2023,2023/02/16,Florida Panthers
884,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,50.0,100.0,25.0,100.0,24.0,35.0,55.9,2023,2023/02/16,Calgary Flames
885,Nashville Predators,1,0,1,0,0,.000,0,0,0,0,5,0.00,5.00,0.0,75.0,0.0,75.0,28.0,30.0,37.7,2023,2023/02/16,Boston Bruins
886,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,100.0,33.3,100.0,35.0,36.0,50.0,2023,2023/02/16,New Jersey Devils
887,Calgary Flames,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,50.0,0.0,75.0,35.0,24.0,44.1,2023,2023/02/16,Detroit Red Wings
888,San Jose Sharks,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,26.0,38.0,34.9,2023,2023/02/16,Vegas Golden Knights
889,Columbus Blue Jackets,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,20.0,85.7,20.0,85.7,24.0,38.0,54.2,2023,2023/02/16,Winnipeg Jets
890,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,14.3,80.0,14.3,80.0,38.0,24.0,45.8,2023,2023/02/16,Columbus Blue Jackets
891,Vegas Golden Knights,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,38.0,26.0,65.1,2023,2023/02/16,San Jose Sharks
892,Seattle Kraken,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,66.7,100.0,66.7,200.0,30.0,19.0,39.0,2023,2023/02/16,Philadelphia Flyers
893,New York Rangers,1,1,0,0,2,1.000,1,1,0,6,4,6.00,4.00,0.0,50.0,0.0,50.0,28.0,29.0,36.8,2023,2023/02/15,Vancouver Canucks
894,Buffalo Sabres,1,1,0,0,2,1.000,1,1,0,7,3,7.00,3.00,20.0,100.0,20.0,100.0,44.0,22.0,42.1,2023,2023/02/15,Anaheim Ducks
895,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,0.0,100.0,0.0,100.0,42.0,29.0,55.8,2023,2023/02/15,Chicago Blackhawks
896,Tampa Bay Lightning,1,0,0,1,1,.500,0,0,0,0,0,0.00,0.00,0.0,100.0,0.0,100.0,47.0,26.0,47.9,2023,2023/02/15,Arizona Coyotes
897,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,100.0,0.0,100.0,29.0,42.0,44.2,2023,2023/02/15,Toronto Maple Leafs
898,Detroit Red Wings,1,1,0,0,2,1.000,0,0,1,4,4,4.00,4.00,100.0,66.7,100.0,66.7,23.0,45.0,46.2,2023,2023/02/15,Edmonton Oilers
899,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,50.0,0.0,50.0,19.0,43.0,42.3,2023,2023/02/15,Minnesota Wild
900,Edmonton Oilers,1,0,0,1,1,.500,0,0,0,4,4,4.00,4.00,33.3,0.0,33.3,0.0,45.0,23.0,53.9,2023,2023/02/15,Detroit Red Wings
901,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,4,6,4.00,6.00,50.0,100.0,50.0,100.0,29.0,28.0,63.2,2023,2023/02/15,New York Rangers
902,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,3,7,3.00,7.00,0.0,80.0,0.0,80.0,22.0,44.0,57.9,2023,2023/02/15,Buffalo Sabres
903,Minnesota Wild,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,50.0,100.0,50.0,100.0,43.0,19.0,57.7,2023,2023/02/15,Colorado Avalanche
904,Arizona Coyotes,1,1,0,0,2,1.000,0,0,1,0,0,0.00,0.00,0.0,100.0,0.0,100.0,26.0,47.0,52.1,2023,2023/02/15,Tampa Bay Lightning
905,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,66.7,0.0,66.7,32.0,33.0,46.2,2023,2023/02/14,Columbus Blue Jackets
906,New York Islanders,1,0,0,1,1,.500,0,0,0,2,2,2.00,2.00,16.7,66.7,16.7,66.7,48.0,34.0,48.4,2023,2023/02/14,Ottawa Senators
907,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,0.0,100.0,0.0,100.0,28.0,39.0,33.3,2023,2023/02/14,San Jose Sharks
908,Boston Bruins,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,37.0,31.0,19.4,2023,2023/02/14,Dallas Stars
909,Montréal Canadiens,1,1,0,0,2,1.000,1,1,0,4,0,4.00,0.00,33.3,100.0,33.3,100.0,31.0,22.0,51.9,2023,2023/02/14,Chicago Blackhawks
910,Ottawa Senators,1,1,0,0,2,1.000,0,0,1,2,2,2.00,2.00,33.3,83.3,33.3,83.3,34.0,48.0,51.6,2023,2023/02/14,New York Islanders
911,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,100.0,100.0,100.0,100.0,30.0,36.0,41.4,2023,2023/02/14,Washington Capitals
912,Florida Panthers,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,50.0,0.0,50.0,36.0,28.0,48.1,2023,2023/02/14,St. Louis Blues
913,Tampa Bay Lightning,1,1,0,0,2,1.000,0,0,1,3,3,3.00,3.00,0.0,100.0,0.0,100.0,35.0,46.0,53.7,2023,2023/02/14,Colorado Avalanche
914,Washington Capitals,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,0.0,0.0,0.0,36.0,30.0,58.6,2023,2023/02/14,Carolina Hurricanes
915,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,0,4,0.00,4.00,0.0,66.7,0.0,66.7,22.0,31.0,48.1,2023,2023/02/14,Montreal Canadiens
916,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,50.0,100.0,50.0,100.0,28.0,36.0,51.9,2023,2023/02/14,Florida Panthers
917,Colorado Avalanche,1,0,0,1,1,.500,0,0,0,3,3,3.00,3.00,0.0,100.0,0.0,100.0,46.0,35.0,46.3,2023,2023/02/14,Tampa Bay Lightning
918,Dallas Stars,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,31.0,37.0,80.7,2023,2023/02/14,Boston Bruins
919,San Jose Sharks,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,100.0,0.0,100.0,39.0,28.0,66.7,2023,2023/02/14,Pittsburgh Penguins
920,Columbus Blue Jackets,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,33.3,100.0,33.3,100.0,33.0,32.0,53.9,2023,2023/02/14,New Jersey Devils
